0,1, ,d,e, ,e,n,e,r,o,-,2,0,2,4,,,,
14:00,24.9,Soleado,0,20%,12%,SSE,9.4,10.8,10,,,,,,,,,,
15:00,25.4,Soleado,0,19%,6%,SSE,10.8,12.4,10,,,,,,,,,,
16:00,25.4,Soleado,0,19%,8%,SSE,10.1,12,10,,,,,,,,,,
17:00,23.8,Soleado,0,19%,17%,SSE,9.4,12.5,10,,,,,,,,,,
18:00,22,Despejado,0,24%,12%,SE,9,18.4,10,,,,,,,,,,
19:00,20.5,Despejado,0,27%,7%,SE,12.2,25.7,10,,,,,,,,,,
20:00,19.2,Despejado,0,30%,4%,SE,11.9,24.9,10,,,,,,,,,,
21:00,18.2,Despejado,0,32%,3%,SSE,8.3,17.4,10,,,,,,,,,,
22:00,17.3,Despejado,0,35%,16%,SSE,4.3,9.1,10,,,,,,,,,,
23:00,16.5,Despejado,0,38%,15%,ESE,1.4,3,10,,,,,,,,,,
1, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,15.9,Despejado,0,40%,3%,ENE,3.6,7.6,10,,,,,,,,,,
1:00,15.4,Despejado,0,42%,3%,E,4.7,9.8,10,,,,,,,,,,
2:00,14.9,Despejado,0,43%,5%,ENE,4.3,9.1,10,,,,,,,,,,
3:00,14.4,Despejado,0,45%,16%,ENE,6.1,12.9,10,,,,,,,,,,
4:00,14.6,Parcialmente nublado,0,48%,48%,NE,5.4,11.3,10,,,,,,,,,,
5:00,14.8,Parcialmente nublado,0,46%,48%,NE,6.5,13.1,10,,,,,,,,,,
6:00,14.9,Parcialmente nublado,0,46%,49%,ENE,2.2,4.2,10,,,,,,,,,,
7:00,15.1,Cielo cubierto,0,46%,91%,ENE,5.8,10.9,10,,,,,,,,,,
8:00,15.7,Parcialmente nublado,0,46%,55%,SE,4.7,8.3,10,,,,,,,,,,
9:00,15.9,Parcialmente nublado,0,44%,53%,SE,6.8,10.2,10,,,,,,,,,,
10:00,15.7,Lluvia moderada a intervalos,"0,1",46%,52%,ENE,9.4,14,10,,,,,,,,,,
11:00,14.5,Lluvias ligeras a intervalos,"0,8",53%,59%,NNE,9.7,13.5,9,,,,,,,,,,
12:00,13.9,Lluvias ligeras a intervalos,"0,8",74%,74%,NNE,13,18.5,9,,,,,,,,,,
13:00,13.5,Llovizna,"0,4",74%,77%,N,8.3,11.1,2,,,,,,,,,,
14:00,13.9,Parcialmente nublado,0,75%,48%,ENE,10.1,13.6,10,,,,,,,,,,
15:00,13.8,Llovizna,"0,4",70%,92%,SE,9,11.1,2,,,,,,,,,,
16:00,13.5,Lluvia moderada,"3,1",75%,78%,S,10.4,13.8,7,,,,,,,,,,
17:00,13.5,Llovizna,"0,4",81%,100%,S,9.7,13.5,2,,,,,,,,,,
18:00,13.5,Lluvia moderada a intervalos,"0,1",79%,56%,SSE,10.1,14.5,10,,,,,,,,,,
19:00,13.4,Nublado,0,77%,85%,S,10.8,16.8,10,,,,,,,,,,
20:00,13.1,Parcialmente nublado,0,76%,34%,SSW,10.4,18.2,10,,,,,,,,,,
21:00,12.7,Despejado,0,77%,16%,SSW,11.2,21.5,10,,,,,,,,,,
22:00,12.7,Despejado,0,77%,8%,SW,12.2,24.6,10,,,,,,,,,,
23:00,12.7,Despejado,0,72%,7%,WSW,15.5,30.7,10,,,,,,,,,,
2, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,12.4,Despejado,0,75%,9%,WSW,14.8,29.8,10,,,,,,,,,,
1:00,12.4,Despejado,0,68%,5%,WSW,20.5,39,10,,,,,,,,,,
2:00,12.5,Despejado,0,66%,4%,W,22.7,42.7,10,,,,,,,,,,
3:00,12.4,Despejado,0,63%,4%,W,24.5,45.4,10,,,,,,,,,,
4:00,12.3,Despejado,0,62%,4%,W,23,43,10,,,,,,,,,,
5:00,12.3,Despejado,0,61%,6%,WSW,21.6,40.7,10,,,,,,,,,,
6:00,12.2,Despejado,0,59%,6%,WSW,20.9,39.6,10,,,,,,,,,,
7:00,12.3,Soleado,0,59%,6%,WSW,19.4,37.3,10,,,,,,,,,,
8:00,13.3,Soleado,0,59%,9%,WSW,20.2,37.6,10,,,,,,,,,,
9:00,14.6,Soleado,0,55%,6%,WSW,22.7,33.7,10,,,,,,,,,,
10:00,15.9,Soleado,0,48%,5%,WSW,28.1,34.5,10,,,,,,,,,,
11:00,17,Soleado,0,42%,4%,W,31.7,36.4,10,,,,,,,,,,
12:00,17.8,Soleado,0,37%,3%,W,32.4,37.3,10,,,,,,,,,,
13:00,18.4,Soleado,0,33%,7%,W,33.5,38.5,10,,,,,,,,,,
14:00,18.7,Soleado,0,32%,12%,W,33.1,38.1,10,,,,,,,,,,
15:00,18.7,Soleado,0,33%,16%,W,34.2,39.3,10,,,,,,,,,,
16:00,18.1,Soleado,0,34%,7%,W,35.6,41,10,,,,,,,,,,
17:00,16.9,Soleado,0,37%,22%,W,34.9,43.9,10,,,,,,,,,,
18:00,15.8,Despejado,0,43%,13%,W,32,46.8,10,,,,,,,,,,
19:00,14.9,Despejado,0,48%,8%,W,32.4,49.7,10,,,,,,,,,,
20:00,14.2,Despejado,0,49%,12%,W,31.3,48.6,10,,,,,,,,,,
21:00,13.7,Despejado,0,50%,6%,W,28.8,46,10,,,,,,,,,,
22:00,13.4,Despejado,0,52%,5%,W,30.2,48.3,10,,,,,,,,,,
23:00,13.2,Despejado,0,53%,4%,W,28.4,45.9,10,,,,,,,,,,
3, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,13.4,Despejado,0,53%,0%,W,26.3,44.5,10,,,,,,,,,,
1:00,13.2,Despejado,0,53%,0%,W,26.3,44.9,10,,,,,,,,,,
2:00,13.1,Despejado,0,54%,0%,W,25.9,44.3,10,,,,,,,,,,
3:00,12.7,Despejado,0,54%,0%,W,25.6,44.2,10,,,,,,,,,,
4:00,12.4,Despejado,0,54%,0%,W,23.8,41.4,10,,,,,,,,,,
5:00,12.1,Despejado,0,56%,0%,WSW,23.8,41.8,10,,,,,,,,,,
6:00,11.9,Despejado,0,55%,1%,WSW,22.3,40.5,10,,,,,,,,,,
7:00,11.8,Soleado,0,55%,1%,WSW,18.7,35,10,,,,,,,,,,
8:00,12.7,Soleado,0,54%,5%,WSW,19.1,34.4,10,,,,,,,,,,
9:00,13.9,Soleado,0,48%,4%,WSW,17.6,24.8,10,,,,,,,,,,
10:00,15.1,Soleado,0,43%,2%,W,19.8,23.8,10,,,,,,,,,,
11:00,16.3,Soleado,0,38%,3%,W,17.6,20.3,10,,,,,,,,,,
12:00,17.4,Soleado,0,34%,10%,WSW,18.7,21.5,10,,,,,,,,,,
13:00,18.3,Soleado,0,32%,17%,WSW,16.2,18.6,10,,,,,,,,,,
14:00,19,Parcialmente nublado,0,30%,45%,WSW,15.5,17.8,10,,,,,,,,,,
15:00,19.3,Parcialmente nublado,0,30%,44%,WSW,14.8,17,10,,,,,,,,,,
16:00,19.2,Parcialmente nublado,0,31%,52%,WSW,14.8,17.1,10,,,,,,,,,,
17:00,18.3,Parcialmente nublado,0,32%,45%,WSW,14.4,18.5,10,,,,,,,,,,
18:00,17,Parcialmente nublado,0,38%,26%,WSW,11.9,19.7,10,,,,,,,,,,
19:00,16.2,Despejado,0,43%,17%,WSW,11.5,21.2,10,,,,,,,,,,
20:00,15.8,Despejado,0,46%,23%,W,11.2,19.4,10,,,,,,,,,,
21:00,15.4,Parcialmente nublado,0,47%,43%,WSW,10.4,17.5,10,,,,,,,,,,
22:00,14.8,Parcialmente nublado,0,50%,43%,WSW,6.5,11.1,10,,,,,,,,,,
23:00,14.5,Parcialmente nublado,0,53%,45%,WSW,3.6,6.6,10,,,,,,,,,,
4, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,12.4,Parcialmente nublado,0,58%,25%,WSW,1.1,2.3,10,,,,,,,,,,
1:00,12,Despejado,0,62%,24%,ESE,2.9,6,10,,,,,,,,,,
2:00,11.9,Parcialmente nublado,0,66%,38%,SE,2.5,5.3,10,,,,,,,,,,
3:00,12.1,Parcialmente nublado,0,68%,46%,ESE,2.5,5.1,10,,,,,,,,,,
4:00,12.2,Parcialmente nublado,0,67%,45%,SE,4.3,8.1,10,,,,,,,,,,
5:00,11.8,Despejado,0,69%,12%,ESE,4.3,8,10,,,,,,,,,,
6:00,11.3,Despejado,0,75%,9%,ESE,5.8,11.7,10,,,,,,,,,,
7:00,11.3,Soleado,0,79%,9%,SE,6.5,13.5,10,,,,,,,,,,
8:00,12.3,Soleado,0,79%,8%,ESE,7.6,14.6,10,,,,,,,,,,
9:00,14,Soleado,0,70%,7%,SE,9,12.6,10,,,,,,,,,,
10:00,15.6,Soleado,0,60%,7%,SE,12.2,14.4,10,,,,,,,,,,
11:00,17.2,Soleado,0,52%,6%,SE,14.4,16.6,10,,,,,,,,,,
12:00,18.5,Soleado,0,46%,6%,SSE,14.8,17,10,,,,,,,,,,
13:00,19.6,Soleado,0,41%,6%,SSE,15.5,17.8,10,,,,,,,,,,
14:00,20.4,Soleado,0,38%,7%,SSE,16.6,19,10,,,,,,,,,,
15:00,20.9,Soleado,0,35%,8%,SSE,18.7,21.5,10,,,,,,,,,,
16:00,20.8,Soleado,0,33%,8%,SSE,20.5,23.6,10,,,,,,,,,,
17:00,19.8,Soleado,0,36%,8%,SE,21.6,27.6,10,,,,,,,,,,
18:00,18.3,Despejado,0,44%,7%,SE,19.1,30,10,,,,,,,,,,
19:00,17.2,Despejado,0,53%,6%,SE,18,32.5,10,,,,,,,,,,
20:00,16.3,Despejado,0,57%,5%,SE,17.6,31.4,10,,,,,,,,,,
21:00,15.5,Despejado,0,62%,3%,SE,16.9,30,10,,,,,,,,,,
22:00,14.7,Despejado,0,66%,2%,SE,14.8,26.8,10,,,,,,,,,,
23:00,14.1,Despejado,0,69%,2%,SE,11.5,22.3,10,,,,,,,,,,
5, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,13.8,Despejado,0,74%,0%,SE,9.7,19.3,10,,,,,,,,,,
1:00,13.4,Despejado,0,76%,0%,SE,7.9,16.2,10,,,,,,,,,,
2:00,13.1,Despejado,0,78%,4%,SE,6.8,14.2,10,,,,,,,,,,
3:00,12.9,Despejado,0,79%,7%,ESE,7.9,16.6,10,,,,,,,,,,
4:00,12.8,Parcialmente nublado,0,79%,31%,SE,7.9,16.4,10,,,,,,,,,,
5:00,12.8,Cielo cubierto,0,79%,99%,ESE,7.6,15.4,10,,,,,,,,,,
6:00,12.7,Cielo cubierto,0,79%,98%,ESE,7.9,15.8,10,,,,,,,,,,
7:00,12.8,Cielo cubierto,0,80%,93%,ESE,6.8,13.6,10,,,,,,,,,,
8:00,13.8,Cielo cubierto,0,79%,98%,ESE,6.1,11.4,10,,,,,,,,,,
9:00,15,Cielo cubierto,0,71%,99%,ESE,5,7.2,10,,,,,,,,,,
10:00,16.3,Cielo cubierto,0,64%,97%,ESE,5,6.3,10,,,,,,,,,,
11:00,17.7,Soleado,0,57%,4%,ESE,4,4.8,10,,,,,,,,,,
12:00,18.8,Soleado,0,51%,21%,ESE,3.2,3.7,10,,,,,,,,,,
13:00,19.9,Parcialmente nublado,0,46%,45%,ESE,4.3,5,10,,,,,,,,,,
14:00,20.6,Parcialmente nublado,0,41%,47%,SE,7.2,8.3,10,,,,,,,,,,
15:00,21,Parcialmente nublado,0,38%,48%,SSE,7.6,8.8,10,,,,,,,,,,
16:00,21.1,Parcialmente nublado,0,37%,35%,SSE,7.2,8.9,10,,,,,,,,,,
17:00,20,Soleado,0,37%,15%,SE,7.9,10.2,10,,,,,,,,,,
18:00,18.7,Parcialmente nublado,0,44%,49%,SE,7.2,12.7,10,,,,,,,,,,
19:00,17.6,Parcialmente nublado,0,51%,36%,ENE,3.6,6.6,10,,,,,,,,,,
20:00,16.9,Parcialmente nublado,0,55%,48%,NNE,3.6,6.8,10,,,,,,,,,,
21:00,16.1,Parcialmente nublado,0,56%,45%,N,3.2,6.2,10,,,,,,,,,,
22:00,15,Despejado,0,59%,11%,NNW,4.3,8.1,10,,,,,,,,,,
23:00,14,Despejado,0,66%,10%,NW,5.4,11.1,10,,,,,,,,,,
6, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,14.7,Despejado,0,57%,22%,ESE,4.7,9.8,10,,,,,,,,,,
1:00,14.6,Despejado,0,58%,16%,SE,0.7,1.5,10,,,,,,,,,,
2:00,14.4,Despejado,0,57%,5%,NW,5.4,10.9,10,,,,,,,,,,
3:00,14.4,Despejado,0,59%,10%,ENE,4.3,8.9,10,,,,,,,,,,
4:00,14.7,Parcialmente nublado,0,58%,46%,ESE,6.1,12,10,,,,,,,,,,
5:00,14.3,Lluvia moderada a intervalos,"0,1",56%,75%,NW,4.7,8.5,10,,,,,,,,,,
6:00,13.3,Lluvia moderada a intervalos,"0,1",65%,72%,NW,17.3,27.1,10,,,,,,,,,,
7:00,12.7,Periodos de lluvia moderada,"3,2",88%,53%,NNW,14.4,22,8,,,,,,,,,,
8:00,12.8,Lluvia moderada a intervalos,"0,1",91%,69%,NNW,4.7,7,10,,,,,,,,,,
9:00,13.3,Llovizna,"0,2",87%,100%,ENE,5.8,8.1,2,,,,,,,,,,
10:00,14.1,Cielo cubierto,0,81%,100%,SSE,7.9,10.1,10,,,,,,,,,,
11:00,15.4,Parcialmente nublado,0,74%,58%,SE,7.9,9.8,10,,,,,,,,,,
12:00,16.9,Lluvia moderada a intervalos,"0,0",63%,80%,SSE,10.1,11.6,10,,,,,,,,,,
13:00,18,Lluvia moderada a intervalos,"0,3",54%,71%,SSE,11.9,14,9,,,,,,,,,,
14:00,18.8,Ligeras precipitaciones,"0,4",47%,100%,SSE,10.4,12.7,10,,,,,,,,,,
15:00,18.8,Ligeras precipitaciones,"0,5",43%,100%,SSE,8.6,10.9,10,,,,,,,,,,
16:00,18.1,Ligeras precipitaciones,"0,2",44%,97%,SSE,6.8,9,10,,,,,,,,,,
17:00,17,Ligeras precipitaciones,"0,4",53%,94%,WSW,10.8,15,10,,,,,,,,,,
18:00,15.9,Cielos tormentosos en las aproximaciones,"0,0",59%,92%,WSW,8.6,13.2,9,,,,,,,,,,
19:00,15.1,Lluvia moderada a intervalos,"0,0",62%,78%,WSW,8.6,14.3,10,,,,,,,,,,
20:00,14.5,Nublado,0,61%,70%,W,9.4,15.8,10,,,,,,,,,,
21:00,14.2,Cielo cubierto,0,60%,93%,W,8.6,15.2,10,,,,,,,,,,
22:00,14.1,Nublado,0,60%,81%,WSW,9,15.5,10,,,,,,,,,,
23:00,14,Lluvia moderada a intervalos,"0,0",60%,94%,WSW,7.6,12.3,10,,,,,,,,,,
7, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,13.1,Parcialmente nublado,0,59%,50%,WSW,12.2,21,10,,,,,,,,,,
1:00,12.8,Despejado,0,60%,23%,WSW,12.2,21.7,10,,,,,,,,,,
2:00,12.5,Despejado,0,60%,17%,W,13.7,24.9,10,,,,,,,,,,
3:00,12.3,Parcialmente nublado,0,59%,29%,W,14.4,26.4,10,,,,,,,,,,
4:00,12,Parcialmente nublado,0,57%,33%,WSW,14.4,26.4,10,,,,,,,,,,
5:00,11.8,Parcialmente nublado,0,57%,52%,WSW,10.8,20.3,10,,,,,,,,,,
6:00,11.6,Parcialmente nublado,0,57%,27%,SW,10.4,19.8,10,,,,,,,,,,
7:00,11.7,Parcialmente nublado,0,58%,47%,SW,10.8,20.9,10,,,,,,,,,,
8:00,12.6,Parcialmente nublado,0,57%,45%,WSW,11.2,19.9,10,,,,,,,,,,
9:00,13.8,Parcialmente nublado,0,51%,46%,WSW,13,18.1,10,,,,,,,,,,
10:00,15,Cielo cubierto,0,47%,93%,WSW,18,22.2,10,,,,,,,,,,
11:00,16.2,Cielo cubierto,0,41%,92%,WSW,22,25.3,10,,,,,,,,,,
12:00,17.2,Parcialmente nublado,0,37%,46%,WSW,22,25.3,10,,,,,,,,,,
13:00,17.9,Parcialmente nublado,0,34%,38%,WSW,22,25.3,10,,,,,,,,,,
14:00,18.3,Parcialmente nublado,0,32%,31%,W,27,31.1,10,,,,,,,,,,
15:00,18.1,Parcialmente nublado,0,32%,29%,W,29.5,33.9,10,,,,,,,,,,
16:00,17.6,Parcialmente nublado,0,33%,31%,W,29.9,34.4,10,,,,,,,,,,
17:00,16.6,Soleado,0,36%,10%,W,27.4,33.8,10,,,,,,,,,,
18:00,15.4,Despejado,0,42%,9%,W,25.6,36.9,10,,,,,,,,,,
19:00,14.5,Despejado,0,48%,7%,W,22.3,35.2,10,,,,,,,,,,
20:00,13.8,Despejado,0,49%,6%,W,21.6,34.6,10,,,,,,,,,,
21:00,13.2,Despejado,0,50%,0%,WSW,17.3,28.8,10,,,,,,,,,,
22:00,12.6,Despejado,0,52%,2%,WSW,14.8,25.8,10,,,,,,,,,,
23:00,12.2,Despejado,0,54%,3%,WSW,11.2,20.5,10,,,,,,,,,,
8, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,11.9,Despejado,0,53%,9%,SSW,12.6,23.9,10,,,,,,,,,,
1:00,11.6,Despejado,0,53%,10%,S,14.8,28.3,10,,,,,,,,,,
2:00,11.4,Despejado,0,53%,6%,S,14.8,28.7,10,,,,,,,,,,
3:00,11.1,Despejado,0,54%,5%,SSE,14.8,29.1,10,,,,,,,,,,
4:00,11.4,Nublado,0,56%,83%,S,11.9,24.4,10,,,,,,,,,,
5:00,12,Cielo cubierto,0,56%,95%,SSW,9.7,18.5,10,,,,,,,,,,
6:00,11.9,Parcialmente nublado,0,56%,55%,W,14.4,23.5,10,,,,,,,,,,
7:00,12.1,Soleado,0,59%,21%,W,17.6,31.4,10,,,,,,,,,,
8:00,12.7,Soleado,0,55%,23%,WNW,23,37.4,10,,,,,,,,,,
9:00,13.4,Soleado,0,50%,22%,WNW,25.9,35.5,10,,,,,,,,,,
10:00,14.1,Parcialmente nublado,0,49%,34%,W,28.1,33,10,,,,,,,,,,
11:00,14.6,Parcialmente nublado,0,44%,59%,W,29.5,34,10,,,,,,,,,,
12:00,14.6,Parcialmente nublado,0,44%,42%,W,28.8,33.1,10,,,,,,,,,,
13:00,15.6,Soleado,0,44%,22%,W,28.8,33.4,10,,,,,,,,,,
14:00,16.1,Parcialmente nublado,0,34%,36%,W,32.8,37.7,10,,,,,,,,,,
15:00,16.3,Parcialmente nublado,0,32%,26%,W,33.8,38.9,10,,,,,,,,,,
16:00,16.1,Soleado,0,32%,16%,W,33.5,38.5,10,,,,,,,,,,
17:00,15.2,Soleado,0,35%,9%,W,31,37.8,10,,,,,,,,,,
18:00,14.2,Despejado,0,40%,4%,W,27.4,39.2,10,,,,,,,,,,
19:00,13.5,Despejado,0,46%,3%,WSW,24.1,38.4,10,,,,,,,,,,
20:00,13.1,Despejado,0,48%,3%,WSW,22.3,36.5,10,,,,,,,,,,
21:00,12.7,Despejado,0,50%,4%,WSW,20.9,34.7,10,,,,,,,,,,
22:00,12.4,Despejado,0,52%,2%,WSW,17.3,30.1,10,,,,,,,,,,
23:00,12.1,Despejado,0,54%,3%,WSW,17.3,30.5,10,,,,,,,,,,
9, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,,
0:00,12.2,Despejado,0,54%,3%,WSW,13.7,25.5,10,,,,,,,,,,
1:00,11.9,Despejado,0,55%,7%,SW,11.2,21.7,10,,,,,,,,,,
2:00,11.8,Despejado,0,56%,15%,WSW,10.1,20.1,10,,,,,,,,,,
3:00,11.7,Parcialmente nublado,0,56%,27%,WSW,9.4,17.7,10,,,,,,,,,,
4:00,11.7,Nublado,0,57%,72%,WSW,9,16.8,10,,,,,,,,,,
5:00,11.8,Cielo cubierto,0,57%,100%,SW,8.3,15.2,10,,,,,,,,,,
6:00,11.8,Cielo cubierto,0,56%,100%,SW,7.6,13.9,10,,,,,,,,,,
7:00,11.7,Cielo cubierto,0,56%,95%,S,6.8,12.4,10,,,,,,,,,,
8:00,12.5,Parcialmente nublado,0,56%,44%,S,5.8,10.2,10,,,,,,,,,,
9:00,13.6,Parcialmente nublado,0,50%,41%,SW,4.7,6.4,10,,,,,,,,,,
10:00,14.7,Parcialmente nublado,0,46%,50%,WSW,6.5,8,10,,,,,,,,,,
11:00,15.9,Parcialmente nublado,0,42%,32%,SSW,9,10.4,10,,,,,,,,,,
12:00,16.7,Parcialmente nublado,0,38%,34%,SW,10.8,12.4,10,,,,,,,,,,
13:00,17.1,Nublado,0,37%,79%,WSW,14,16.2,10,,,,,,,,,,
14:00,17.5,Parcialmente nublado,0,36%,46%,W,18.7,21.5,10,,,,,,,,,,
15:00,17.6,Parcialmente nublado,0,34%,46%,W,23.8,27.3,10,,,,,,,,,,
16:00,17.4,Soleado,0,33%,18%,W,25.6,29.4,10,,,,,,,,,,
17:00,16.5,Soleado,0,36%,12%,W,26.3,31.7,10,,,,,,,,,,
18:00,15.3,Despejado,0,41%,9%,W,27.4,39.1,10,,,,,,,,,,
19:00,14.4,Despejado,0,47%,5%,W,25.9,40.5,10,,,,,,,,,,
