0,1, ,d,e, ,e,n,e,r,o,-,2,0,2,4,,,,
20:00,13.8,Despejado,0,48%,3%,W,23.8,37.8,10,,,,,,,,,,
21:00,13.4,Despejado,0,50%,3%,W,22.3,36.2,10,,,,,,,,,,
22:00,13,Despejado,0,51%,4%,W,21.2,35,10,,,,,,,,,,
23:00,12.5,Despejado,0,52%,4%,W,22,36.2,10,,,,,,,,,,
1,0, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,13.2,Parcialmente nublado,0,49%,36%,WSW,15.5,24.6,10,,,,,,,,,,
1:00,13,Despejado,0,49%,19%,W,14.8,23,10,,,,,,,,,,
2:00,12.5,Despejado,0,51%,18%,W,14.8,23.2,10,,,,,,,,,,
3:00,12,Lluvia moderada a intervalos,"0,0",54%,85%,W,15.1,26,10,,,,,,,,,,
4:00,11.1,Lluvia moderada a intervalos,"0,1",57%,89%,WNW,16.2,28,10,,,,,,,,,,
5:00,10.4,Lluvia moderada a intervalos,"0,0",67%,87%,NNW,18,27.9,10,,,,,,,,,,
6:00,10.2,Lluvia moderada a intervalos,"0,1",68%,100%,N,15.1,23.8,10,,,,,,,,,,
7:00,10.2,Llovizna,"0,2",66%,79%,NNW,13,19.1,2,,,,,,,,,,
8:00,10.7,Lluvia moderada a intervalos,"0,0",65%,85%,NW,7.9,12.1,10,,,,,,,,,,
9:00,11.9,Parcialmente nublado,0,59%,37%,NW,9.7,12.5,10,,,,,,,,,,
10:00,13.2,Lluvia moderada a intervalos,"0,0",52%,78%,NNW,13,14.9,10,,,,,,,,,,
11:00,14.6,Parcialmente nublado,0,43%,37%,NNW,14.4,16.6,10,,,,,,,,,,
12:00,15.7,Parcialmente nublado,0,37%,50%,NNW,18.4,21.1,10,,,,,,,,,,
13:00,16.8,Parcialmente nublado,0,33%,45%,NW,21.6,24.8,10,,,,,,,,,,
14:00,17.5,Soleado,0,29%,24%,NNW,24.5,28.2,10,,,,,,,,,,
15:00,17.9,Soleado,0,26%,15%,NNW,25.6,29.4,10,,,,,,,,,,
16:00,17.9,Soleado,0,25%,11%,NNW,25.9,29.8,10,,,,,,,,,,
17:00,17.2,Soleado,0,25%,10%,NNW,25.2,31.3,10,,,,,,,,,,
18:00,15.6,Despejado,0,28%,8%,NNW,19.1,29.4,10,,,,,,,,,,
19:00,14.3,Despejado,0,34%,6%,NNW,13.7,27.9,10,,,,,,,,,,
20:00,13.5,Despejado,0,37%,4%,NNW,12.2,25.7,10,,,,,,,,,,
21:00,12.8,Despejado,0,38%,4%,NNW,11.9,24.9,10,,,,,,,,,,
22:00,12.3,Despejado,0,37%,4%,NNW,11.2,23.4,10,,,,,,,,,,
23:00,11.8,Despejado,0,38%,5%,NW,10.4,21.9,10,,,,,,,,,,
1,1, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,10.7,Despejado,0,35%,2%,NW,5.4,11.3,10,,,,,,,,,,
1:00,10.3,Despejado,0,37%,2%,WNW,6.8,14.4,10,,,,,,,,,,
2:00,10,Despejado,0,39%,1%,WNW,7.6,15.9,10,,,,,,,,,,
3:00,9.8,Despejado,0,40%,1%,NW,8.3,17.4,10,,,,,,,,,,
4:00,9.6,Despejado,0,39%,0%,NW,8.6,18.1,10,,,,,,,,,,
5:00,9.4,Despejado,0,38%,0%,NW,8.6,18.1,10,,,,,,,,,,
6:00,9.2,Despejado,0,37%,0%,NW,8.6,18.1,10,,,,,,,,,,
7:00,9.4,Soleado,0,35%,0%,NW,7.9,16.6,10,,,,,,,,,,
8:00,11,Soleado,0,33%,0%,NW,7.6,15.9,10,,,,,,,,,,
9:00,13.1,Soleado,0,27%,0%,NNW,7.2,11.4,10,,,,,,,,,,
10:00,15.1,Soleado,0,22%,0%,NNW,8.3,9.9,10,,,,,,,,,,
11:00,16.6,Soleado,0,18%,0%,N,10.1,11.6,10,,,,,,,,,,
12:00,17.8,Soleado,0,16%,0%,N,13.3,15.3,10,,,,,,,,,,
13:00,18.7,Soleado,0,14%,0%,NNE,14.8,17,10,,,,,,,,,,
14:00,19.3,Soleado,0,13%,0%,NNE,14.4,16.6,10,,,,,,,,,,
15:00,19.5,Soleado,0,13%,0%,NNE,14,16.2,10,,,,,,,,,,
16:00,19.3,Soleado,0,13%,0%,NNE,13.3,15.3,10,,,,,,,,,,
17:00,17.9,Soleado,0,13%,0%,NE,12.6,15.8,10,,,,,,,,,,
18:00,15.9,Despejado,0,17%,0%,NE,10.1,18.1,10,,,,,,,,,,
19:00,14.4,Despejado,0,20%,0%,ENE,7.9,16.6,10,,,,,,,,,,
20:00,13.3,Despejado,0,22%,0%,ENE,4.3,9.1,10,,,,,,,,,,
21:00,12.5,Despejado,0,23%,0%,NE,1.8,3.8,10,,,,,,,,,,
22:00,12,Despejado,0,23%,0%,NW,1.8,3.8,10,,,,,,,,,,
23:00,11.4,Despejado,0,24%,0%,W,3.2,6.8,10,,,,,,,,,,
1,2, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,10.6,Despejado,0,24%,0%,N,4.3,9.1,10,,,,,,,,,,
1:00,10.2,Despejado,0,25%,0%,N,3.2,6.8,10,,,,,,,,,,
2:00,9.9,Despejado,0,26%,2%,N,2.9,6,10,,,,,,,,,,
3:00,9.6,Despejado,0,27%,7%,NNE,3.2,6.8,10,,,,,,,,,,
4:00,9.3,Despejado,0,28%,8%,NNE,2.9,6,10,,,,,,,,,,
5:00,8.9,Despejado,0,28%,4%,NNE,2.9,6,10,,,,,,,,,,
6:00,8.7,Despejado,0,29%,0%,NE,1.8,3.8,10,,,,,,,,,,
7:00,8.9,Soleado,0,29%,0%,NE,1.8,3.8,10,,,,,,,,,,
8:00,10.8,Soleado,0,29%,0%,NE,0.7,1.5,10,,,,,,,,,,
9:00,12.8,Soleado,0,23%,0%,E,0.7,1.2,10,,,,,,,,,,
10:00,14.7,Soleado,0,20%,0%,NNW,1.8,2.3,10,,,,,,,,,,
11:00,16.3,Soleado,0,17%,0%,NNW,2.9,3.4,10,,,,,,,,,,
12:00,17.5,Soleado,0,16%,0%,NNW,4.3,5,10,,,,,,,,,,
13:00,18.4,Soleado,0,15%,0%,N,5,5.8,10,,,,,,,,,,
14:00,19.2,Soleado,0,14%,0%,NNW,6.1,7.1,10,,,,,,,,,,
15:00,19.7,Soleado,0,13%,0%,NNW,6.8,7.9,10,,,,,,,,,,
16:00,19.7,Soleado,0,13%,0%,NNW,7.6,8.8,10,,,,,,,,,,
17:00,18.4,Soleado,0,14%,0%,NNW,7.9,10.1,10,,,,,,,,,,
18:00,16.3,Despejado,0,19%,0%,NNW,7.6,13.9,10,,,,,,,,,,
19:00,14.6,Despejado,0,22%,0%,NNW,7.9,16.6,10,,,,,,,,,,
20:00,13.4,Despejado,0,24%,0%,NNW,6.1,12.9,10,,,,,,,,,,
21:00,12.6,Despejado,0,25%,0%,NNW,3.6,7.6,10,,,,,,,,,,
22:00,12.1,Despejado,0,26%,0%,NNW,2.2,4.5,10,,,,,,,,,,
23:00,11.6,Despejado,0,26%,0%,NNW,4,8.3,10,,,,,,,,,,
1,3, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,11.1,Despejado,0,25%,0%,NW,3.2,6.8,10,,,,,,,,,,
1:00,10.8,Despejado,0,25%,0%,NW,4,8.3,10,,,,,,,,,,
2:00,10.5,Despejado,0,25%,0%,NW,4.7,9.8,10,,,,,,,,,,
3:00,10.2,Despejado,0,26%,0%,NNW,4.3,9.1,10,,,,,,,,,,
4:00,9.9,Despejado,0,26%,0%,NNW,4.3,9.1,10,,,,,,,,,,
5:00,9.6,Despejado,0,27%,0%,N,2.9,6,10,,,,,,,,,,
6:00,9.4,Despejado,0,27%,0%,NNW,2.2,4.5,10,,,,,,,,,,
7:00,9.7,Soleado,0,27%,0%,NNW,1.1,2.3,10,,,,,,,,,,
8:00,11.8,Soleado,0,27%,0%,NW,0.4,0.8,10,,,,,,,,,,
9:00,14,Soleado,0,21%,0%,ENE,0.7,1.2,10,,,,,,,,,,
10:00,16,Soleado,0,18%,0%,NW,2.5,3.2,10,,,,,,,,,,
11:00,17.7,Soleado,0,16%,0%,NNW,4,4.6,10,,,,,,,,,,
12:00,19.1,Soleado,0,15%,0%,NNW,3.6,4.1,10,,,,,,,,,,
13:00,20.2,Soleado,0,14%,0%,N,2.5,2.9,10,,,,,,,,,,
14:00,21,Soleado,0,13%,0%,NNE,0.7,0.8,10,,,,,,,,,,
15:00,21.5,Soleado,0,12%,0%,SSW,1.1,1.3,10,,,,,,,,,,
16:00,21.6,Soleado,0,12%,0%,SSE,1.8,2.2,10,,,,,,,,,,
17:00,20.2,Soleado,0,12%,10%,SE,3.2,4.1,10,,,,,,,,,,
18:00,18.1,Despejado,0,17%,0%,ESE,2.2,4.1,10,,,,,,,,,,
19:00,16.5,Despejado,0,20%,0%,ENE,3.2,6.8,10,,,,,,,,,,
20:00,15.6,Despejado,0,22%,0%,E,4,8.3,10,,,,,,,,,,
21:00,14.9,Despejado,0,22%,0%,ESE,4.3,9.1,10,,,,,,,,,,
22:00,14.2,Despejado,0,23%,1%,SSE,5.4,11.3,10,,,,,,,,,,
23:00,13.6,Despejado,0,24%,20%,SSE,4.3,9.1,10,,,,,,,,,,
1,4, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,12.7,Despejado,0,31%,0%,WNW,2.9,6,10,,,,,,,,,,
1:00,12.1,Despejado,0,36%,0%,NW,4.7,9.8,10,,,,,,,,,,
2:00,11.5,Despejado,0,42%,0%,NW,3.6,7.6,10,,,,,,,,,,
3:00,11.1,Despejado,0,47%,0%,NW,3.6,7.6,10,,,,,,,,,,
4:00,10.7,Despejado,0,49%,0%,NW,2.9,6,10,,,,,,,,,,
5:00,10.2,Despejado,0,49%,0%,NNW,2.5,5.3,10,,,,,,,,,,
6:00,9.9,Despejado,0,49%,0%,N,4,8.3,10,,,,,,,,,,
7:00,10.1,Soleado,0,48%,0%,NNE,2.5,5.3,10,,,,,,,,,,
8:00,11.8,Soleado,0,46%,0%,NNE,2.5,5.3,10,,,,,,,,,,
9:00,13.8,Soleado,0,37%,0%,ENE,1.8,2.8,10,,,,,,,,,,
10:00,15.8,Soleado,0,32%,0%,N,0.7,0.9,10,,,,,,,,,,
11:00,17.6,Soleado,0,29%,0%,NE,1.4,1.7,10,,,,,,,,,,
12:00,19.1,Soleado,0,25%,1%,ESE,2.5,2.9,10,,,,,,,,,,
13:00,20.3,Soleado,0,22%,3%,SSE,2.2,2.5,10,,,,,,,,,,
14:00,21.1,Soleado,0,20%,3%,SSE,4,4.6,10,,,,,,,,,,
15:00,21.7,Soleado,0,18%,2%,S,4.7,5.4,10,,,,,,,,,,
16:00,21.9,Soleado,0,18%,1%,S,3.6,4.3,10,,,,,,,,,,
17:00,20.8,Soleado,0,18%,1%,SSE,1.8,2.3,10,,,,,,,,,,
18:00,18.8,Despejado,0,22%,0%,WSW,0.4,0.6,10,,,,,,,,,,
19:00,17.2,Despejado,0,28%,0%,NNE,0.7,1.5,10,,,,,,,,,,
20:00,16.1,Despejado,0,31%,0%,ESE,3.6,7.6,10,,,,,,,,,,
21:00,15.4,Despejado,0,33%,0%,SE,4.7,9.8,10,,,,,,,,,,
22:00,14.9,Despejado,0,33%,1%,SSE,6.8,14.4,10,,,,,,,,,,
23:00,14.3,Despejado,0,35%,15%,SSE,5.4,11.3,10,,,,,,,,,,
1,5, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,13.5,Despejado,0,45%,0%,S,4.3,9.1,10,,,,,,,,,,
1:00,12.9,Despejado,0,47%,0%,SSW,2.5,5.3,10,,,,,,,,,,
2:00,12.4,Despejado,0,48%,0%,S,1.1,2.3,10,,,,,,,,,,
3:00,12,Despejado,0,49%,9%,N,0.7,1.5,10,,,,,,,,,,
4:00,11.5,Despejado,0,50%,7%,N,3.6,7.6,10,,,,,,,,,,
5:00,11.1,Parcialmente nublado,0,51%,29%,N,5.4,11.3,10,,,,,,,,,,
6:00,10.9,Cielo cubierto,0,52%,98%,N,2.9,6,10,,,,,,,,,,
7:00,11.2,Cielo cubierto,0,52%,99%,NNW,4.7,9.8,10,,,,,,,,,,
8:00,12.8,Parcialmente nublado,0,50%,33%,NNW,1.8,3.8,10,,,,,,,,,,
9:00,14.7,Soleado,0,42%,5%,NNW,4.7,7.2,10,,,,,,,,,,
10:00,16.7,Soleado,0,36%,5%,NNW,2.9,3.6,10,,,,,,,,,,
11:00,18.6,Soleado,0,32%,3%,NNW,5.4,6.4,10,,,,,,,,,,
12:00,20.2,Soleado,0,27%,3%,NNW,5,5.8,10,,,,,,,,,,
13:00,21.5,Soleado,0,23%,1%,NW,5.8,6.6,10,,,,,,,,,,
14:00,22.4,Soleado,0,21%,0%,NW,2.9,3.3,10,,,,,,,,,,
15:00,23,Soleado,0,20%,2%,SW,2.5,2.9,10,,,,,,,,,,
16:00,23.3,Soleado,0,20%,3%,WSW,2.2,2.6,10,,,,,,,,,,
17:00,22.2,Soleado,0,20%,2%,NW,2.2,2.7,10,,,,,,,,,,
18:00,20.2,Despejado,0,25%,1%,NNW,1.4,2.6,10,,,,,,,,,,
19:00,18.5,Despejado,0,30%,1%,N,4.7,9.8,10,,,,,,,,,,
20:00,17.3,Despejado,0,33%,0%,NNE,5.4,11.3,10,,,,,,,,,,
21:00,16.3,Despejado,0,35%,0%,NNE,4.7,9.8,10,,,,,,,,,,
22:00,15.6,Despejado,0,36%,0%,N,3.6,7.6,10,,,,,,,,,,
23:00,15,Despejado,0,37%,0%,N,1.8,3.8,10,,,,,,,,,,
1,6, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,14.6,Despejado,0,35%,2%,NNW,2.9,6,10,,,,,,,,,,
1:00,14.4,Despejado,0,36%,3%,NW,4,8.3,10,,,,,,,,,,
2:00,14,Despejado,0,36%,3%,NNW,5.4,11.3,10,,,,,,,,,,
3:00,13.7,Despejado,0,36%,2%,NNW,5.4,11.3,10,,,,,,,,,,
4:00,13.3,Despejado,0,37%,1%,NNW,5.4,11.3,10,,,,,,,,,,
5:00,13,Despejado,0,38%,0%,NNW,4.7,9.8,10,,,,,,,,,,
6:00,12.8,Despejado,0,39%,0%,NW,3.6,7.6,10,,,,,,,,,,
7:00,13.1,Soleado,0,39%,0%,NW,4.3,9.1,10,,,,,,,,,,
8:00,14.9,Soleado,0,39%,0%,NW,3.6,7.6,10,,,,,,,,,,
9:00,17,Soleado,0,32%,0%,NNW,3.2,5,10,,,,,,,,,,
10:00,18.9,Soleado,0,28%,0%,NNW,5,6.3,10,,,,,,,,,,
11:00,20.5,Soleado,0,26%,0%,NNW,6.5,7.7,10,,,,,,,,,,
12:00,21.9,Soleado,0,24%,3%,NW,5.4,6.2,10,,,,,,,,,,
13:00,23,Soleado,0,23%,3%,NW,6.8,7.9,10,,,,,,,,,,
14:00,23.8,Soleado,0,22%,3%,NW,9.7,11.2,10,,,,,,,,,,
15:00,24.1,Parcialmente nublado,0,21%,31%,NNW,10.4,12,10,,,,,,,,,,
16:00,24,Soleado,0,21%,5%,NNW,12.2,14.1,10,,,,,,,,,,
17:00,22.8,Soleado,0,22%,15%,NNW,12.6,15.7,10,,,,,,,,,,
18:00,20.9,Parcialmente nublado,0,27%,33%,NW,11.5,19.7,10,,,,,,,,,,
19:00,19.3,Parcialmente nublado,0,31%,33%,NW,10.4,21.9,10,,,,,,,,,,
20:00,18.2,Despejado,0,33%,19%,NW,8.6,18.1,10,,,,,,,,,,
21:00,17.4,Despejado,0,35%,22%,NW,7.6,15.9,10,,,,,,,,,,
22:00,16.8,Nublado,0,36%,82%,NW,6.5,13.6,10,,,,,,,,,,
23:00,16.4,Cielo cubierto,0,36%,97%,NNW,4.7,9.8,10,,,,,,,,,,
1,7, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,15.8,Despejado,0,38%,18%,NW,4,8.3,10,,,,,,,,,,
1:00,15.4,Parcialmente nublado,0,38%,32%,NW,3.2,6.8,10,,,,,,,,,,
2:00,15.1,Parcialmente nublado,0,39%,32%,NNW,4.3,9.1,10,,,,,,,,,,
3:00,14.7,Despejado,0,39%,15%,N,4,8.3,10,,,,,,,,,,
4:00,14.3,Despejado,0,40%,20%,N,2.5,5.3,10,,,,,,,,,,
5:00,14,Despejado,0,41%,6%,NNW,1.8,3.8,10,,,,,,,,,,
6:00,13.8,Despejado,0,41%,0%,W,0.4,0.8,10,,,,,,,,,,
7:00,14.3,Soleado,0,41%,0%,SW,0.7,1.5,10,,,,,,,,,,
8:00,16.3,Soleado,0,39%,0%,SW,0,0,10,,,,,,,,,,
9:00,18.5,Soleado,0,31%,0%,SE,0.7,1.1,10,,,,,,,,,,
10:00,20.5,Soleado,0,27%,0%,SSE,0.4,0.4,10,,,,,,,,,,
11:00,22.2,Soleado,0,24%,2%,WSW,0.4,0.4,10,,,,,,,,,,
12:00,23.6,Soleado,0,22%,5%,SW,1.1,1.3,10,,,,,,,,,,
13:00,24.7,Soleado,0,20%,7%,SSW,1.8,2.1,10,,,,,,,,,,
14:00,25.4,Soleado,0,18%,8%,S,2.5,2.9,10,,,,,,,,,,
15:00,25.9,Soleado,0,18%,6%,S,4.7,5.4,10,,,,,,,,,,
16:00,26,Soleado,0,17%,15%,S,5.8,6.7,10,,,,,,,,,,
17:00,24.8,Soleado,0,18%,13%,S,6.1,7.7,10,,,,,,,,,,
18:00,22.9,Despejado,0,22%,15%,SSW,5,9.3,10,,,,,,,,,,
19:00,21.4,Despejado,0,25%,14%,SSW,3.6,7.6,10,,,,,,,,,,
20:00,20.3,Despejado,0,28%,9%,SW,4.3,9.1,10,,,,,,,,,,
21:00,19.2,Parcialmente nublado,0,32%,33%,SSW,4,8.3,10,,,,,,,,,,
22:00,18.3,Despejado,0,35%,17%,SW,1.4,3,10,,,,,,,,,,
23:00,17.6,Despejado,0,40%,20%,W,5.4,11.3,10,,,,,,,,,,
1,8, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,16.8,Despejado,0,43%,22%,WNW,8.6,18.1,10,,,,,,,,,,
1:00,16.1,Despejado,0,45%,22%,WNW,10.1,21.2,10,,,,,,,,,,
2:00,15.6,Parcialmente nublado,0,46%,32%,WNW,11.2,23.4,10,,,,,,,,,,
3:00,15,Despejado,0,47%,21%,WNW,11.2,23.4,10,,,,,,,,,,
4:00,14.4,Despejado,0,48%,9%,WNW,10.8,22.7,10,,,,,,,,,,
5:00,13.9,Despejado,0,49%,17%,W,7.6,15.9,10,,,,,,,,,,
6:00,13.3,Despejado,0,48%,4%,WNW,7.2,15.1,10,,,,,,,,,,
7:00,13.4,Soleado,0,51%,5%,NW,9.7,20.4,10,,,,,,,,,,
8:00,15.1,Soleado,0,49%,3%,NNW,8.6,18.1,10,,,,,,,,,,
9:00,17.3,Soleado,0,39%,5%,NNW,6.8,10,10,,,,,,,,,,
10:00,19.4,Soleado,0,30%,4%,NNW,7.6,8.9,10,,,,,,,,,,
11:00,21.2,Soleado,0,26%,4%,NW,7.2,8.3,10,,,,,,,,,,
12:00,22.7,Soleado,0,26%,7%,WNW,6.8,7.9,10,,,,,,,,,,
13:00,23.9,Soleado,0,25%,3%,WNW,7.9,9.1,10,,,,,,,,,,
14:00,24.8,Soleado,0,25%,2%,WNW,8.3,9.5,10,,,,,,,,,,
15:00,25.4,Soleado,0,25%,1%,WNW,5.4,6.2,10,,,,,,,,,,
16:00,25.7,Soleado,0,25%,2%,W,6.5,7.5,10,,,,,,,,,,
17:00,24.8,Soleado,0,26%,3%,WNW,9.4,11.5,10,,,,,,,,,,
18:00,22.8,Despejado,0,31%,3%,WNW,9.7,16.2,10,,,,,,,,,,
19:00,21.2,Despejado,0,37%,4%,WNW,7.9,16.6,10,,,,,,,,,,
20:00,19.8,Despejado,0,39%,4%,NNW,5,10.6,10,,,,,,,,,,
21:00,18.7,Despejado,0,41%,4%,N,2.5,5.3,10,,,,,,,,,,
22:00,17.9,Despejado,0,44%,3%,NW,0.4,0.8,10,,,,,,,,,,
23:00,17.2,Despejado,0,46%,3%,NNW,0.4,0.8,10,,,,,,,,,,
1,9, ,d,e, ,f,e,b,r,e,r,o,-,2,0,2,4,,
0:00,16.8,Despejado,0,40%,4%,S,3.2,6.8,10,,,,,,,,,,
1:00,16.2,Despejado,0,42%,4%,SSW,1.8,3.8,10,,,,,,,,,,
2:00,15.7,Despejado,0,45%,5%,NNW,1.8,3.8,10,,,,,,,,,,
3:00,15.1,Despejado,0,48%,5%,N,2.9,6,10,,,,,,,,,,
4:00,14.6,Despejado,0,51%,5%,NNE,2.9,6,10,,,,,,,,,,
5:00,14.3,Despejado,0,53%,6%,ENE,1.4,3,10,,,,,,,,,,
6:00,14,Despejado,0,55%,6%,ESE,1.1,2.3,10,,,,,,,,,,
7:00,14.5,Soleado,0,56%,5%,SE,2.9,6,10,,,,,,,,,,
8:00,16.2,Soleado,0,53%,4%,SE,3.6,7.6,10,,,,,,,,,,
9:00,18.2,Soleado,0,44%,3%,SSE,3.2,4.6,10,,,,,,,,,,
10:00,20.1,Soleado,0,39%,2%,SSE,2.9,3.5,10,,,,,,,,,,
11:00,21.8,Soleado,0,34%,0%,SE,3.6,4.1,10,,,,,,,,,,
12:00,23.3,Soleado,0,29%,0%,ESE,4.7,5.4,10,,,,,,,,,,
13:00,24.4,Soleado,0,26%,0%,SE,4.7,5.4,10,,,,,,,,,,
14:00,25.3,Soleado,0,24%,0%,SE,4.7,5.4,10,,,,,,,,,,
15:00,25.8,Soleado,0,23%,2%,S,5,5.8,10,,,,,,,,,,
16:00,26,Soleado,0,22%,3%,S,5.8,6.6,10,,,,,,,,,,
17:00,25,Soleado,0,22%,5%,SSW,5,6.3,10,,,,,,,,,,
18:00,23.3,Despejado,0,26%,6%,SW,4,6.9,10,,,,,,,,,,
19:00,22.1,Parcialmente nublado,0,32%,27%,W,4.7,9.3,10,,,,,,,,,,
20:00,21,Despejado,0,36%,12%,W,2.5,4.8,10,,,,,,,,,,
21:00,19.8,Cielo cubierto,0,40%,100%,SE,0,0,10,,,,,,,,,,
22:00,18.8,Cielo cubierto,0,46%,100%,NNW,0.4,0.8,10,,,,,,,,,,
23:00,18.1,Cielo cubierto,0,49%,97%,NNE,0.7,1.5,10,,,,,,,,,,
